51|203|1583|chrome|1
953|170|1600|chrome|1
979|416|1610|chrome|1
980|416|1610|chrome|1
981|416|1610|chrome|1
39|281|1600|chrome|1
981|416|1610|chrome|1
983|419|1610|chrome|1
1213|538|1583|chrome|1
1117|561|1583|chrome|1
1086|501|1583|chrome|1
236|398|1583|chrome|1
235|400|1583|chrome|1
975|358|1600|chrome|1
238|399|1583|chrome|1
974|357|1600|chrome|1
698|351|1583|chrome|1
532|291|1583|chrome|1
251|2561|1583|chrome|1
1064|2775|1600|chrome|1
1289|2695|1583|chrome|1
1527|8214|1583|chrome|1
1098|7620|1600|chrome|1
46|80|1583|chrome|1
