1016|738|1903|chrome|1
725|560|1616|chrome|1
71|285|1616|chrome|1
29|501|1616|chrome|1
73|390|1616|chrome|1
46|463|1633|chrome|1
72|418|1633|chrome|1
75|381|1616|chrome|1
76|341|1633|chrome|1
93|297|1633|chrome|1
93|269|1633|chrome|1
51|295|1616|chrome|1
54|351|1633|chrome|1
76|387|1633|chrome|1
107|427|1633|chrome|1
116|453|1616|chrome|1
104|506|1633|chrome|1
80|557|1616|chrome|1
303|285|1633|chrome|1
1524|33|1633|chrome|1
558|303|1633|chrome|1
806|343|1633|chrome|1
652|380|1633|chrome|1
624|447|1633|chrome|1
915|560|1633|chrome|1
513|641|1633|chrome|1
512|634|1633|chrome|1
623|579|1633|chrome|1
623|579|1633|chrome|1
547|580|1633|chrome|1
560|402|1633|chrome|1
559|400|1633|chrome|1
606|587|1633|chrome|1
926|712|1633|chrome|1
951|656|1633|chrome|1
57|633|1633|chrome|1
63|276|1633|chrome|1
