518|34|1349|chrome|1
135|93|891|safari|1
321|81|1126|msie|1
641|235|1126|msie|1
644|241|1126|msie|1
617|247|1126|msie|1
225|282|1126|msie|1
242|284|1126|msie|1
420|279|1584|msie|1
523|31|1349|chrome|1
627|34|1349|chrome|1
1285|32|1349|chrome|1
1255|161|1349|chrome|1
991|209|1349|chrome|1
789|571|1903|chrome|1
808|562|1903|chrome|1
235|89|1903|chrome|1
55|569|980|safari|1
278|575|980|safari|1
260|569|980|safari|1
77|340|980|safari|1
155|83|1245|safari|1
903|20|1920|chrome|1
1046|211|1583|chrome|1
1453|34|1583|chrome|1
634|243|1600|chrome|1
690|307|1600|chrome|1
685|307|1600|chrome|1
571|444|1600|chrome|1
500|549|1600|chrome|1
607|626|1600|chrome|1
1107|588|1600|chrome|1
569|524|1600|chrome|1
929|646|1600|chrome|1
949|589|1600|chrome|1
1078|217|1583|chrome|1
1071|385|1583|chrome|1
1057|212|1583|chrome|1
1068|279|1583|chrome|1
1077|388|1583|chrome|1
1077|387|1583|chrome|1
1065|193|1583|chrome|1
1059|203|1583|chrome|1
1052|211|1583|chrome|1
1057|389|1583|chrome|1
148|96|1583|chrome|1
142|85|1583|chrome|1
831|220|980|safari|1
733|326|980|safari|1
771|399|980|safari|1
439|551|980|safari|1
876|434|980|safari|1
350|286|1473|msie|1
292|271|1345|msie|1
634|320|1259|msie|1
571|333|1263|msie|1
184|568|1048|firefox|1
258|581|1048|firefox|1
458|558|1048|firefox|1
556|565|1048|firefox|1
680|364|1263|msie|1
128|87|1263|msie|1
503|322|1003|msie|1
503|322|1003|msie|1
254|267|1295|msie|1
480|173|799|msie|1
451|391|799|msie|1
141|86|1104|msie|1
141|86|1104|msie|1
649|561|1597|msie|1
955|567|1597|msie|1
955|567|1597|msie|1
955|567|1597|msie|1
349|561|1597|msie|1
674|239|1597|msie|1
499|409|980|safari|1
415|298|980|safari|1
129|85|980|safari|1
436|447|980|safari|1
487|411|980|safari|1
1553|28|1663|chrome|1
635|301|1680|chrome|1
721|378|1680|chrome|1
560|484|1680|chrome|1
565|517|1680|chrome|1
610|689|1680|chrome|1
649|529|1680|chrome|1
570|684|1680|chrome|1
551|581|1680|chrome|1
538|643|1680|chrome|1
830|284|1680|chrome|1
1145|318|1680|chrome|1
562|588|1680|chrome|1
1004|721|1680|chrome|1
991|661|1680|chrome|1
148|87|1663|chrome|1
114|265|1003|msie|1
103|266|1003|msie|1
875|485|1184|chrome|1
301|217|1184|chrome|1
357|575|1184|chrome|1
605|307|1184|chrome|1
492|182|1899|msie|1
572|212|1899|msie|2
213|270|1259|msie|1
141|270|920|chrome|1
28|708|980|safari|1
825|317|1659|msie|1
261|564|1423|msie|1
261|564|1423|msie|1
599|403|1423|msie|1
597|413|1423|msie|1
372|423|1903|chrome|1
263|568|1423|msie|1
261|565|1423|msie|1
261|565|1423|msie|1
283|344|1423|msie|1
262|570|1423|msie|1
262|570|1423|msie|1
262|570|1423|msie|1
355|379|1423|msie|1
262|567|1423|msie|1
262|567|1423|msie|1
262|567|1423|msie|1
691|464|1423|msie|1
263|566|1423|msie|1
263|566|1423|msie|1
263|566|1423|msie|1
489|451|1423|msie|1
137|555|1040|msie|1
605|271|1349|chrome|1
287|271|1259|msie|1
905|412|1903|chrome|1
265|271|1250|msie|1
109|566|1120|msie|1
109|566|1120|msie|1
262|374|1120|msie|1
335|569|1583|chrome|1
335|569|1583|chrome|1
801|302|1583|chrome|1
733|578|1120|msie|1
727|569|1120|msie|1
737|564|1120|msie|1
737|564|1120|msie|1
737|564|1120|msie|1
236|85|1263|msie|1
578|35|1263|msie|1
466|230|1663|msie|1
714|342|1264|chrome|1
229|87|1264|chrome|1
301|277|1264|chrome|1
1019|212|1264|chrome|1
1198|263|1264|chrome|1
1024|215|1264|chrome|1
1138|30|1264|chrome|1
403|165|1280|chrome|1
526|238|1280|chrome|1
469|310|1280|chrome|1
436|380|1280|chrome|1
451|169|1280|chrome|1
339|496|1280|chrome|1
439|540|1280|chrome|1
943|435|1280|chrome|1
472|494|1280|chrome|1
946|478|1280|chrome|1
400|268|1280|chrome|1
849|244|1280|chrome|1
403|263|1280|chrome|1
949|326|1280|chrome|1
371|165|1280|chrome|1
945|348|1280|chrome|1
770|575|1280|chrome|1
769|516|1280|chrome|1
244|279|1264|chrome|1
256|90|1264|chrome|1
981|435|1264|chrome|1
91|272|1007|msie|1
1152|33|1265|safari|1
528|132|1280|safari|1
458|270|1280|safari|1
949|258|1280|safari|1
337|355|1280|safari|1
377|421|1280|safari|1
774|546|1280|safari|1
774|480|1280|safari|1
937|46|1280|safari|1
955|214|1265|safari|1
918|380|1265|safari|1
288|273|1265|safari|1
553|571|1214|msie|1
864|29|1003|msie|1
216|131|1020|msie|1
207|189|1020|msie|1
218|338|1020|msie|1
215|259|1020|msie|1
198|429|1020|msie|1
457|439|1020|msie|1
228|252|1020|msie|1
650|523|1020|msie|1
642|479|1020|msie|1
59|329|976|msie|1
59|329|976|msie|1
142|92|1899|msie|1
447|190|1663|msie|1
209|346|1263|msie|1
329|231|816|msie|1
249|324|1349|chrome|1
211|384|963|msie|1
211|384|963|msie|1
632|44|1423|chrome|1
131|345|1423|chrome|1
243|87|1203|msie|1
382|306|1327|msie|1
152|83|1124|firefox|1
1061|202|1124|firefox|1
537|578|1349|firefox|1
1104|221|1349|firefox|1
1072|219|1349|firefox|1
