67|520|1265|firefox|1
137|512|1519|msie|1
657|618|1519|msie|1
91|556|980|safari|1
1247|613|1271|msie|1
1250|613|1271|msie|1
1250|613|1271|msie|1
1250|613|1271|msie|1
1250|613|1271|msie|1
1250|617|1271|msie|1
1250|617|1271|msie|1
1250|617|1271|msie|1
1250|617|1271|msie|1
1248|611|1271|msie|1
1248|611|1271|msie|1
1248|611|1271|msie|1
1248|611|1271|msie|1
1248|611|1271|msie|1
1248|611|1271|msie|1
1248|611|1271|msie|1
1247|612|1271|msie|1
1247|612|1271|msie|1
1248|612|1271|msie|1
1250|612|1271|msie|1
1252|610|1271|msie|1
1251|611|1271|msie|1
1251|611|1271|msie|1
1251|611|1271|msie|1
1251|611|1271|msie|1
1251|611|1271|msie|1
1250|611|1271|msie|1
1250|612|1271|msie|1
1250|612|1271|msie|1
1250|612|1271|msie|1
1250|612|1271|msie|1
1250|612|1271|msie|1
1250|612|1271|msie|1
560|616|1271|msie|1
1254|254|1271|msie|1
