669|44|1440|safari|1
623|189|1440|safari|1
173|345|1440|safari|1
255|404|1440|safari|1
246|459|1440|safari|1
230|521|1440|safari|1
159|494|1440|safari|1
230|557|1440|safari|1
306|555|1440|safari|1
296|693|1440|safari|1
319|560|1440|safari|1
241|743|1440|safari|1
229|818|1440|safari|1
267|684|1440|safari|1
164|664|1440|safari|1
258|728|1440|safari|1
239|781|1440|safari|1
237|850|1440|safari|1
160|827|1440|safari|1
226|887|1440|safari|1
245|890|1440|safari|1
233|1043|1440|safari|1
160|991|1440|safari|1
246|1040|1440|safari|1
291|1206|1440|safari|1
248|1285|1440|safari|1
169|1148|1440|safari|1
238|1269|1440|safari|1
169|1300|1440|safari|1
318|1352|1440|safari|1
290|1416|1440|safari|1
247|1468|1440|safari|1
254|1498|1440|safari|1
169|1481|1440|safari|1
214|1539|1440|safari|1
250|1586|1440|safari|1
295|1667|1440|safari|1
291|1690|1440|safari|1
293|1760|1440|safari|1
237|1535|1440|safari|1
390|1538|1440|safari|1
241|1587|1440|safari|1
285|1540|1440|safari|1
308|1537|1440|safari|1
404|1536|1440|safari|1
404|1536|1440|safari|1
273|1747|1440|safari|1
171|2194|1440|safari|1
242|2308|1440|safari|1
234|2621|1440|safari|1
161|2607|1440|safari|1
247|2739|1440|safari|1
182|2598|1440|safari|1
224|2803|1440|safari|1
242|2860|1440|safari|1
289|6958|1440|safari|1
268|6957|1440|safari|1
158|6937|1440|safari|1
328|6986|1440|safari|1
283|7045|1440|safari|1
244|7121|1440|safari|1
225|7076|1440|safari|1
275|7111|1440|safari|1
287|7168|1440|safari|1
246|7240|1440|safari|1
646|0|1440|safari|1
199|2209|1440|safari|1
