288|881|1349|firefox|1
941|1090|1366|firefox|1
220|1779|1349|firefox|1
941|1918|1366|firefox|1
503|1753|1349|firefox|1
294|2033|1349|firefox|1
958|2253|1366|firefox|1
296|2295|1349|firefox|1
948|2529|1366|firefox|1
308|2983|1349|firefox|1
479|2804|1366|firefox|3
469|2796|1366|firefox|1
459|3191|1366|firefox|1
634|2862|1366|firefox|1
533|2787|1366|firefox|3
819|2914|1366|firefox|1
947|3196|1366|firefox|1
225|5391|1349|firefox|1
933|5512|1366|firefox|1
294|6111|1349|firefox|1
516|8630|1349|firefox|1
296|9318|1349|firefox|1
955|9593|1366|firefox|1
511|9303|1349|firefox|1
304|9425|1349|firefox|1
945|9595|1366|firefox|1
510|10583|1349|firefox|1
336|86|1349|firefox|1
382|178|1349|firefox|1
380|177|1349|firefox|1
288|87|1349|firefox|1
