300|813|1265|firefox|1
425|502|1280|firefox|1
461|563|1280|firefox|1
791|662|1280|firefox|1
897|967|1280|firefox|1
303|865|1265|firefox|1
238|997|1265|firefox|1
234|1022|1265|firefox|1
308|1203|1265|firefox|1
244|1456|1265|firefox|1
250|1518|1265|firefox|1
228|1252|1265|firefox|1
325|1520|1265|firefox|1
313|1565|1265|firefox|1
270|1588|1265|firefox|1
247|1708|1265|firefox|1
166|1933|1265|firefox|1
286|2008|1265|firefox|1
368|2022|1265|firefox|3
284|2032|1265|firefox|1
248|2113|1265|firefox|1
274|4345|1265|firefox|1
230|4417|1265|firefox|1
306|4593|1265|firefox|1
356|177|1265|firefox|1
521|37|1265|firefox|1
