429|338|1903|chrome|3
318|339|1903|chrome|1
68|278|1903|chrome|1
58|337|1920|chrome|1
34|377|1920|chrome|1
41|415|1920|chrome|1
44|448|1903|chrome|1
24|511|1920|chrome|1
35|556|1903|chrome|1
62|584|1920|chrome|1
51|491|1920|chrome|1
1249|504|1920|chrome|1
307|283|1920|chrome|1
1377|232|1920|chrome|1
754|301|1920|chrome|1
698|654|1920|chrome|1
763|600|1920|chrome|1
806|283|1920|chrome|1
806|284|1920|chrome|1
803|286|1920|chrome|1
803|286|1920|chrome|1
1277|671|1920|chrome|1
1002|603|1920|chrome|1
1157|722|1920|chrome|1
912|443|1920|chrome|1
759|456|1920|chrome|1
915|456|1920|chrome|1
698|452|1920|chrome|1
678|457|1920|chrome|1
723|456|1920|chrome|1
1119|727|1920|chrome|1
1093|656|1920|chrome|1
1224|717|1920|chrome|1
347|285|1920|chrome|1
364|323|1920|chrome|1
1877|35|1920|chrome|1
1810|133|1920|chrome|1
