167|304|1129|msie|1
176|621|1129|msie|1
179|533|1129|msie|1
166|384|1129|msie|1
832|572|1024|msie|1
138|572|1024|msie|1
58|93|1225|chrome|1
33|95|1350|safari|1
157|377|1903|chrome|1
146|276|1003|msie|1
110|277|1003|msie|1
314|299|1003|msie|1
34|234|1003|msie|1
885|150|1003|msie|1
52|88|1003|msie|1
174|382|1003|msie|1
260|300|1003|msie|1
34|212|1003|msie|1
56|213|1003|msie|1
59|229|1003|msie|1
66|254|1003|msie|1
206|301|1263|chrome|1
496|303|2080|chrome|1
34|80|2080|chrome|1
197|365|1317|chrome|1
239|259|1317|chrome|1
